state_two_letter_code,jurisdiction_name,jurisdiction_type,string_date_MDY,year_of_vote,month_of_vote,did_vote_pass,share_votes_yes,share_votes_no,vote_share_needed_to_pass,vote_margin,total_funds_at_stake,total_funds_approved,total_funds_appr_r2020,conservation_funds_at_stake,conservation_funds_approved,conservation_funds_appr_r2020,finance_mechanism,purpose,description,other_comment,vote_funding_notes,needed_sixty_percent_to_pass,needed_two_thirds_to_pass,gdp_price_deflator,GeoFIPS,region_number,income,Pop,GeoFIPS_0,precipitation_avg,office,candidate,party,candidatevotes,totalvotes,version,fair_market_r_0rooms,fair_market_r_1rooms,fair_market_r_3rooms,fair_market_r_4rooms
FL,St. Lucie,County,11/05/02,2002,11,1,51.7830244,48.2169756,50,1.7830244,56900000,56900000,79681976,2200000,2200000,3080849.5,Property tax,"Parks, open space, trails, recreation","Parks Referendum; create MSTU and 20-year, .25 mill property tax increase to purchase parks, open space, trails and recreational land",,,0,0,71.408875,12111,5,5065796,205796,12111,4.31,NA,NA,NA,NA,NA,NA,487,534,899,969
FL,Volusia,County,11/07/00,2000,11,1,61.31553547,38.68446453,50,11.315536,89000000,89000000,129387192,89000000,89000000,129387192,Property tax,"wildlife habitat, watershed protection, recreation","20-year, 1/5th mill property tax and $40M bond issue for acquisition and improvement of environmentally sensitive, water resource protection and outdoor recreation lands",,$ updated https://www.ournsb.org/wp-content/uploads/2020/01/VOLUSIA-FOREVER-FACT-SHEET-Jan-2-2020.pdf,0,0,68.785789,12127,5,10590073,444935,12127,2.9908333333333332,US PRESIDENT,AL GORE,DEMOCRAT,97304,183654,20220315,389,456,774,822
FL,Volusia,County,11/07/00,2000,11,1,61.31553547,38.68446453,50,11.315536,89000000,89000000,129387192,89000000,89000000,129387192,Property tax,"wildlife habitat, watershed protection, recreation","20-year, 1/5th mill property tax and $40M bond issue for acquisition and improvement of environmentally sensitive, water resource protection and outdoor recreation lands",,$ updated https://www.ournsb.org/wp-content/uploads/2020/01/VOLUSIA-FOREVER-FACT-SHEET-Jan-2-2020.pdf,0,0,68.785789,12127,5,10590073,444935,12127,2.9908333333333332,US PRESIDENT,GEORGE W. BUSH,REPUBLICAN,82357,183654,20220315,389,456,774,822
FL,Volusia,County,11/07/00,2000,11,1,61.31553547,38.68446453,50,11.315536,89000000,89000000,129387192,89000000,89000000,129387192,Property tax,"wildlife habitat, watershed protection, recreation","20-year, 1/5th mill property tax and $40M bond issue for acquisition and improvement of environmentally sensitive, water resource protection and outdoor recreation lands",,$ updated https://www.ournsb.org/wp-content/uploads/2020/01/VOLUSIA-FOREVER-FACT-SHEET-Jan-2-2020.pdf,0,0,68.785789,12127,5,10590073,444935,12127,2.9908333333333332,US PRESIDENT,RALPH NADER,GREEN,2910,183654,20220315,389,456,774,822
FL,Volusia,County,11/07/00,2000,11,1,61.31553547,38.68446453,50,11.315536,89000000,89000000,129387192,89000000,89000000,129387192,Property tax,"wildlife habitat, watershed protection, recreation","20-year, 1/5th mill property tax and $40M bond issue for acquisition and improvement of environmentally sensitive, water resource protection and outdoor recreation lands",,$ updated https://www.ournsb.org/wp-content/uploads/2020/01/VOLUSIA-FOREVER-FACT-SHEET-Jan-2-2020.pdf,0,0,68.785789,12127,5,10590073,444935,12127,2.9908333333333332,US PRESIDENT,OTHER,OTHER,1083,183654,20220315,389,456,774,822
FL,Volusia,County,11/07/00,2000,11,1,57.47661078,42.52338922,50,7.4766107,82000000,82000000,119210672,4000000,4000000,5815154.5,Bond,"Parks, recreation","20-year, 1/5th mill property tax and $40M bond issue for the Volusia Echo program- Environmental, Cultural, Historic, and Outdoor Recreation projects to enhance quality of life",,https://www.volusia.org/core/fileparse.php/5951/urlt/ECHO-Project-History-1-21-2020.pdf,0,0,68.785789,12127,5,10590073,444935,12127,2.9908333333333332,US PRESIDENT,AL GORE,DEMOCRAT,97304,183654,20220315,389,456,774,822
FL,Volusia,County,11/07/00,2000,11,1,57.47661078,42.52338922,50,7.4766107,82000000,82000000,119210672,4000000,4000000,5815154.5,Bond,"Parks, recreation","20-year, 1/5th mill property tax and $40M bond issue for the Volusia Echo program- Environmental, Cultural, Historic, and Outdoor Recreation projects to enhance quality of life",,https://www.volusia.org/core/fileparse.php/5951/urlt/ECHO-Project-History-1-21-2020.pdf,0,0,68.785789,12127,5,10590073,444935,12127,2.9908333333333332,US PRESIDENT,GEORGE W. BUSH,REPUBLICAN,82357,183654,20220315,389,456,774,822
FL,Volusia,County,11/07/00,2000,11,1,57.47661078,42.52338922,50,7.4766107,82000000,82000000,119210672,4000000,4000000,5815154.5,Bond,"Parks, recreation","20-year, 1/5th mill property tax and $40M bond issue for the Volusia Echo program- Environmental, Cultural, Historic, and Outdoor Recreation projects to enhance quality of life",,https://www.volusia.org/core/fileparse.php/5951/urlt/ECHO-Project-History-1-21-2020.pdf,0,0,68.785789,12127,5,10590073,444935,12127,2.9908333333333332,US PRESIDENT,RALPH NADER,GREEN,2910,183654,20220315,389,456,774,822
FL,Volusia,County,11/07/00,2000,11,1,57.47661078,42.52338922,50,7.4766107,82000000,82000000,119210672,4000000,4000000,5815154.5,Bond,"Parks, recreation","20-year, 1/5th mill property tax and $40M bond issue for the Volusia Echo program- Environmental, Cultural, Historic, and Outdoor Recreation projects to enhance quality of life",,https://www.volusia.org/core/fileparse.php/5951/urlt/ECHO-Project-History-1-21-2020.pdf,0,0,68.785789,12127,5,10590073,444935,12127,2.9908333333333332,US PRESIDENT,OTHER,OTHER,1083,183654,20220315,389,456,774,822
FL,Volusia,County,11/03/20,2020,11,1,75.55063195,24.44936805,50,25.550632,146781980,146781980,146781984,146781980,146781980,146781984,Property tax,"Open space, parks, wildlife habitat, watershed protection, trails, recreation, farmland","20-year, 1/5th mill levy for the Volusia Forever program for the acquisition and improvement of environmentally sensitive lands, water resource protection and outdoor recreation lands",with bond,,0,0,100,12127,5,26599303,555764,12127,4.3675,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,130575,307439,20220315,750,900,1494,1690
FL,Volusia,County,11/03/20,2020,11,1,75.55063195,24.44936805,50,25.550632,146781980,146781980,146781984,146781980,146781980,146781984,Property tax,"Open space, parks, wildlife habitat, watershed protection, trails, recreation, farmland","20-year, 1/5th mill levy for the Volusia Forever program for the acquisition and improvement of environmentally sensitive lands, water resource protection and outdoor recreation lands",with bond,,0,0,100,12127,5,26599303,555764,12127,4.3675,US PRESIDENT,OTHER,GREEN,390,307439,20220315,750,900,1494,1690
FL,Volusia,County,11/03/20,2020,11,1,75.55063195,24.44936805,50,25.550632,146781980,146781980,146781984,146781980,146781980,146781984,Property tax,"Open space, parks, wildlife habitat, watershed protection, trails, recreation, farmland","20-year, 1/5th mill levy for the Volusia Forever program for the acquisition and improvement of environmentally sensitive lands, water resource protection and outdoor recreation lands",with bond,,0,0,100,12127,5,26599303,555764,12127,4.3675,US PRESIDENT,JO JORGENSEN,LIBERTARIAN,2156,307439,20220315,750,900,1494,1690
FL,Volusia,County,11/03/20,2020,11,1,75.55063195,24.44936805,50,25.550632,146781980,146781980,146781984,146781980,146781980,146781984,Property tax,"Open space, parks, wildlife habitat, watershed protection, trails, recreation, farmland","20-year, 1/5th mill levy for the Volusia Forever program for the acquisition and improvement of environmentally sensitive lands, water resource protection and outdoor recreation lands",with bond,,0,0,100,12127,5,26599303,555764,12127,4.3675,US PRESIDENT,OTHER,OTHER,497,307439,20220315,750,900,1494,1690
FL,Volusia,County,11/03/20,2020,11,1,75.55063195,24.44936805,50,25.550632,146781980,146781980,146781984,146781980,146781980,146781984,Property tax,"Open space, parks, wildlife habitat, watershed protection, trails, recreation, farmland","20-year, 1/5th mill levy for the Volusia Forever program for the acquisition and improvement of environmentally sensitive lands, water resource protection and outdoor recreation lands",with bond,,0,0,100,12127,5,26599303,555764,12127,4.3675,US PRESIDENT,DONALD J TRUMP,REPUBLICAN,173821,307439,20220315,750,900,1494,1690
GA,Athens-Clarke,County,11/02/04,2004,11,1,70.13001507,29.86998493,50,20.130014,122000000,122000000,163344992,24000000,24000000,32133442,Sales tax,"Open space, parks, recreation","6-year, 1% sales tax to fund capital improvements, a portion of which would be used towards land acquisition, parks and recreation",,,0,0,74.688545,13059,5,2710458,109752,13059,4.029166666666667,US PRESIDENT,JOHN KERRY,DEMOCRAT,21718,37235,20220315,401,432,764,921
GA,Athens-Clarke,County,11/02/04,2004,11,1,70.13001507,29.86998493,50,20.130014,122000000,122000000,163344992,24000000,24000000,32133442,Sales tax,"Open space, parks, recreation","6-year, 1% sales tax to fund capital improvements, a portion of which would be used towards land acquisition, parks and recreation",,,0,0,74.688545,13059,5,2710458,109752,13059,4.029166666666667,US PRESIDENT,GEORGE W. BUSH,REPUBLICAN,15052,37235,20220315,401,432,764,921
GA,Athens-Clarke,County,11/02/04,2004,11,1,70.13001507,29.86998493,50,20.130014,122000000,122000000,163344992,24000000,24000000,32133442,Sales tax,"Open space, parks, recreation","6-year, 1% sales tax to fund capital improvements, a portion of which would be used towards land acquisition, parks and recreation",,,0,0,74.688545,13059,5,2710458,109752,13059,4.029166666666667,US PRESIDENT,OTHER,OTHER,465,37235,20220315,401,432,764,921
GA,Bibb,County,03/02/04,2004,3,0,48.43637855,51.56362145,50,-1.5636214,160000000,0,0,60000000,0,0,Sales tax,Parks and recreation,"5-year, 1% Special Purpose Local Option Sales Tax for the acquisition of land for recreation facilties",,,0,0,74.688545,13021,5,4649675,154159,13021,3.9716666666666667,US PRESIDENT,JOHN KERRY,DEMOCRAT,29322,57687,20220315,421,469,752,775
GA,Bibb,County,03/02/04,2004,3,0,48.43637855,51.56362145,50,-1.5636214,160000000,0,0,60000000,0,0,Sales tax,Parks and recreation,"5-year, 1% Special Purpose Local Option Sales Tax for the acquisition of land for recreation facilties",,,0,0,74.688545,13021,5,4649675,154159,13021,3.9716666666666667,US PRESIDENT,GEORGE W. BUSH,REPUBLICAN,28107,57687,20220315,421,469,752,775
GA,Bibb,County,03/02/04,2004,3,0,48.43637855,51.56362145,50,-1.5636214,160000000,0,0,60000000,0,0,Sales tax,Parks and recreation,"5-year, 1% Special Purpose Local Option Sales Tax for the acquisition of land for recreation facilties",,,0,0,74.688545,13021,5,4649675,154159,13021,3.9716666666666667,US PRESIDENT,OTHER,OTHER,258,57687,20220315,421,469,752,775
GA,Bibb,County,11/08/11,2011,11,1,72.66081154,27.33918846,50,22.660812,190000000,190000000,219796400,8000000,8000000,9254585,Sales tax,"Parks, recreation","6-year, 1 percent special local option sales tax for capital projects including land conservation",,Includes funding for buffers along Warner Robins AFB,0,0,86.443634,13021,5,5449826,156843,13021,2.8216666666666668,NA,NA,NA,NA,NA,NA,536,581,797,830
GA,Carroll,County,11/04/03,2003,11,1,66.82402735,33.17597265,50,16.824028,79750000,79750000,109650824,19000000,19000000,26123706,Sales tax,"Parks, recreation","Special Purpose Local Option Sales Tax, 5-year, 1% special sales tax for greenspace, recreation, economic development, water and sewers, public facilities",,,0,0,72.730873,13045,5,2451425,97396,13045,5.484166666666667,NA,NA,NA,NA,NA,NA,714,795,1236,1495
GA,Cherokee,County,11/02/04,2004,11,1,55.96261407,44.03738593,50,5.9626141,200108589,200108589,267924064,3000000,3000000,4016680.3,Sales tax,"Open space, parks","6-year, 1% sales tax to fund capital improvements with a portion reserved for greenspace acquisition and new park development",,,0,0,74.688545,13057,5,6031029,173105,13057,4.685,US PRESIDENT,JOHN KERRY,DEMOCRAT,14824,73587,20220315,727,810,1259,1523
GA,Cherokee,County,11/02/04,2004,11,1,55.96261407,44.03738593,50,5.9626141,200108589,200108589,267924064,3000000,3000000,4016680.3,Sales tax,"Open space, parks","6-year, 1% sales tax to fund capital improvements with a portion reserved for greenspace acquisition and new park development",,,0,0,74.688545,13057,5,6031029,173105,13057,4.685,US PRESIDENT,GEORGE W. BUSH,REPUBLICAN,58238,73587,20220315,727,810,1259,1523
GA,Cherokee,County,11/02/04,2004,11,1,55.96261407,44.03738593,50,5.9626141,200108589,200108589,267924064,3000000,3000000,4016680.3,Sales tax,"Open space, parks","6-year, 1% sales tax to fund capital improvements with a portion reserved for greenspace acquisition and new park development",,,0,0,74.688545,13057,5,6031029,173105,13057,4.685,US PRESIDENT,OTHER,OTHER,525,73587,20220315,727,810,1259,1523
GA,Cherokee,County,11/04/08,2008,11,1,61.74397812,38.25602188,50,11.743979,90000000,90000000,108339328,39000000,39000000,46947040,Bond,"Parks, open space, recreation, trails ","Bond for parks, open space, and recreational lands",,,0,0,83.072327,13057,5,7913395,208271,13057,3.9683333333333333,US PRESIDENT,BARACK OBAMA,DEMOCRAT,22350,93772,20220315,684,741,1003,1094
GA,Cherokee,County,11/04/08,2008,11,1,61.74397812,38.25602188,50,11.743979,90000000,90000000,108339328,39000000,39000000,46947040,Bond,"Parks, open space, recreation, trails ","Bond for parks, open space, and recreational lands",,,0,0,83.072327,13057,5,7913395,208271,13057,3.9683333333333333,US PRESIDENT,JOHN MCCAIN,REPUBLICAN,70279,93772,20220315,684,741,1003,1094
GA,Cherokee,County,11/04/08,2008,11,1,61.74397812,38.25602188,50,11.743979,90000000,90000000,108339328,39000000,39000000,46947040,Bond,"Parks, open space, recreation, trails ","Bond for parks, open space, and recreational lands",,,0,0,83.072327,13057,5,7913395,208271,13057,3.9683333333333333,US PRESIDENT,OTHER,OTHER,1143,93772,20220315,684,741,1003,1094
GA,Cobb,County,11/07/00,2000,11,0,46.84701217,53.15298783,50,-3.1529877,148000000,0,0,45000000,0,0,Sales tax,"Open space, parks","15 month, 1-cent, sales tax increase for parks and recreation lands ($118 million) and roads/sidewalks ($30 million)",,,0,0,68.785789,13067,5,22858666,611505,13067,3.6866666666666665,US PRESIDENT,AL GORE,DEMOCRAT,86676,235027,20220315,549,611,949,1148
GA,Cobb,County,11/07/00,2000,11,0,46.84701217,53.15298783,50,-3.1529877,148000000,0,0,45000000,0,0,Sales tax,"Open space, parks","15 month, 1-cent, sales tax increase for parks and recreation lands ($118 million) and roads/sidewalks ($30 million)",,,0,0,68.785789,13067,5,22858666,611505,13067,3.6866666666666665,US PRESIDENT,GEORGE W. BUSH,REPUBLICAN,140494,235027,20220315,549,611,949,1148
GA,Cobb,County,11/07/00,2000,11,0,46.84701217,53.15298783,50,-3.1529877,148000000,0,0,45000000,0,0,Sales tax,"Open space, parks","15 month, 1-cent, sales tax increase for parks and recreation lands ($118 million) and roads/sidewalks ($30 million)",,,0,0,68.785789,13067,5,22858666,611505,13067,3.6866666666666665,US PRESIDENT,RALPH NADER,GREEN,2134,235027,20220315,549,611,949,1148
GA,Cobb,County,11/07/00,2000,11,0,46.84701217,53.15298783,50,-3.1529877,148000000,0,0,45000000,0,0,Sales tax,"Open space, parks","15 month, 1-cent, sales tax increase for parks and recreation lands ($118 million) and roads/sidewalks ($30 million)",,,0,0,68.785789,13067,5,22858666,611505,13067,3.6866666666666665,US PRESIDENT,OTHER,OTHER,5723,235027,20220315,549,611,949,1148
GA,Cobb,County,11/07/06,2006,11,1,71.62907061,28.37092939,50,21.62907,40000000,40000000,50409628,40000000,40000000,50409628,Bond,"Parks, open space",Bond for the acquisition of public parks and open space,,,0,0,79.349922,13067,5,28899993,661913,13067,3.950833333333333,NA,NA,NA,NA,NA,NA,633,686,929,1013
GA,Cobb,County,11/04/08,2008,11,1,65.2869564,34.7130436,50,15.286957,40000000,40000000,48150812,40000000,40000000,48150812,Bond,"Open space, parks, recreation",Bond for the preservation of parks and open space,,,0,0,83.072327,13067,5,29822838,679822,13067,3.5491666666666664,US PRESIDENT,BARACK OBAMA,DEMOCRAT,141216,315444,20220315,684,741,1003,1094
GA,Cobb,County,11/04/08,2008,11,1,65.2869564,34.7130436,50,15.286957,40000000,40000000,48150812,40000000,40000000,48150812,Bond,"Open space, parks, recreation",Bond for the preservation of parks and open space,,,0,0,83.072327,13067,5,29822838,679822,13067,3.5491666666666664,US PRESIDENT,JOHN MCCAIN,REPUBLICAN,170957,315444,20220315,684,741,1003,1094
GA,Cobb,County,11/04/08,2008,11,1,65.2869564,34.7130436,50,15.286957,40000000,40000000,48150812,40000000,40000000,48150812,Bond,"Open space, parks, recreation",Bond for the preservation of parks and open space,,,0,0,83.072327,13067,5,29822838,679822,13067,3.5491666666666664,US PRESIDENT,OTHER,OTHER,3271,315444,20220315,684,741,1003,1094
GA,DeKalb,County,03-20-2001,2001,3,1,58.73879171,41.26120829,50,8.7387915,125000000,125000000,177814192,88000000,88000000,125181184,Bond,"Parks, open space","Safe Parks, Clean Water, and Greenspace Tax; Bond to acquire land for parks and natural areas, preserve greenspace, and improve parks",,,0,0,70.298103,13089,5,21718993,670900,13089,3.7183333333333333,NA,NA,NA,NA,NA,NA,647,720,1119,1353
GA,DeKalb,County,11/08/05,2005,11,1,52.2719742,47.7280258,50,2.2719741,96460000,96460000,125246632,30000000,30000000,38952924,Bond,"Open space, parks, recreation",Bond for green space and park projects including land acquisition,,,0,0,77.016045,13089,5,23524518,668998,13089,4.8475,NA,NA,NA,NA,NA,NA,691,750,1034,1164
GA,Douglas,County,11/07/00,2000,11,0,47.5607301,52.4392699,50,-2.4392698,148870000,0,0,38015000,0,0,Sales tax,"parks, recreation","5-year, 1-cent. sales and use tax increase for county library, recreational facilities, roads, streets, bridges",,,0,0,68.785789,13097,5,2485368,92774,13097,3.575833333333333,US PRESIDENT,AL GORE,DEMOCRAT,11162,30964,20220315,549,611,949,1148
